Word,Tags
doğacak,FİİL-VERB|SIFAT-ADJECTIVE
doğal,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
doğar,FİİL-VERB
doğdu,FİİL-VERB
doğdu.,FİİL-VERB
doğmuştu,FİİL-VERB
doğru,BELİRTEÇ-ADVERB|SIFAT-ADJ|SIFAT-ADJECTIVE|İLGEÇ-PREPOS
doğruca,BELİRTEÇ-ADVERB
doğruladı,FİİL-VERB
doğruladı.,FİİL-VERB
doğruları,AD-NOUN
doğruldu,FİİL-VERB
doğrusunu,AD-NOUN
doğruyu,AD-NOUN
doğum,AD-NOUN
doğuştan,AD-NOUN
dua,AD-NOUN
durakta,AD-NOUN
duramadı.,FİİL-VERB
durana,FİİL-VERB
durdu,FİİL-VERB
durdu.,FİİL-VERB
durdurdu,FİİL-VERB
durdurdu.,FİİL-VERB
durdurulacağı,FİİL-VERB
durdurulması,FİİL-VERB
durmadan,BELİRTEÇ-ADVERB|FİİL-VERB
durmak,FİİL-VERB
durmalısın.,FİİL-VERB
durmuş,FİİL-VERB
duruldu,FİİL-VERB
durum,AD-NOUN
durumda,AD-NOUN
durumda.,AD-NOUN
durumu,AD-NOUN
durumundadır,FİİL-VERB
durur,FİİL-VERB
durur.,FİİL-VERB
duruyordu,FİİL-VERB
duruyordu.,FİİL-VERB
duruşu,AD-NOUN
duruşu.,AD-NOUN
duvar,AD-NOUN
duvara,AD-NOUN
duvarları,AD-NOUN
duvarı,AD-NOUN
duyana,FİİL-VERB
duydu,FİİL-VERB
duydu.,FİİL-VERB
duydum,FİİL-VERB
duydum.,FİİL-VERB
duydun,FİİL-VERB
duygu,AD-NOUN
duygularını,AD-NOUN
duygusal,SIFAT-ADJECTIVE
duymamıştım.,FİİL-VERB
duyuldu.,FİİL-VERB
duyunca,BELİRTEÇ-ADVERB
duyuramadı.,FİİL-VERB
duyurdu,FİİL-VERB
duyurdu.,FİİL-VERB
duyuyor,FİİL-VERB
duyuyor.,FİİL-VERB
duyuyordu.,FİİL-VERB
dökmeden,FİİL-VERB
döktü.,FİİL-VERB
dökülür,FİİL-VERB
dökülüyordu,FİİL-VERB
döküyordu.,FİİL-VERB
döndü,FİİL-VERB
döndüler,FİİL-VERB
döndüm,FİİL-VERB
döndüğünde.,FİİL-VERB
dönecek,FİİL-VERB
döneceğini,FİİL-VERB
döneceğiz.,FİİL-VERB
dönemi,AD-NOUN
dönerdi.,FİİL-VERB
dönmesini,FİİL-VERB
dönük,SIFAT-ADJECTIVE
dönüp,FİİL-VERB
dönüş,AD-NOUN
dönüştü,FİİL-VERB
dört,SAYI-NUM
dörtnala,SIFAT-ADJECTIVE
dövdü,FİİL-VERB
dövdü.,FİİL-VERB
dövme,AD-NOUN
dövüştü,FİİL-VERB
dün,AD-NOUN|BELİRTEÇ-ADVERB
dünkü,SIFAT-ADJECTIVE
dünyaca,AD-NOUN
dünyada,AD-NOUN
dünyadan,AD-NOUN
dünyalar,AD-NOUN
dünyaları,AD-NOUN
dünyanın,AD-NOUN
dünyaya,AD-NOUN
dünyayı,AD-NOUN
dürüst,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
düzdü,FİİL-VERB
düzdü.,FİİL-VERB
düzeltmeyi,FİİL-VERB
düzeltti,FİİL-VERB
düzeltti.,FİİL-VERB
düzelttik,FİİL-VERB
düzelttim,FİİL-VERB
düzeni,AD-NOUN
düzenine,AD-NOUN
düzeninin,AD-NOUN
düzenledi,FİİL-VERB
düzenledi.,FİİL-VERB
düzenlenir,FİİL-VERB
düzenler,FİİL-VERB
düzenli,SIFAT-ADJECTIVE
düzey,SIFAT-ADJECTIVE
düğmeye,AD-NOUN|İSİM-NOUN
düğümü,AD-NOUN
düğünleri.,AD-NOUN
düşer,FİİL-VERB
düşmanı,AD-NOUN
düşmanına,AD-NOUN
düşmüştü.,FİİL-VERB
düştü,FİİL-VERB
düşünce,AD-NOUN
düşünceler.,AD-NOUN
düşüncelere,AD-NOUN
düşüncelerine,AD-NOUN
düşünceli,SIFAT-ADJECTIVE
düşünceniz,AD-NOUN
düşündü,FİİL-VERB
düşündük,FİİL-VERB
düşündüm,FİİL-VERB
düşündünüz,FİİL-VERB
düşündürücü,SIFAT-ADJECTIVE
düşündüğünü,FİİL-VERB
düşünme,AD-NOUN
düşünmeden,FİİL-VERB
düşünüp,FİİL-VERB
düşünüyorsun?,FİİL-VERB
düşürdü,FİİL-VERB
düşürebilir,FİİL-VERB
düşürecek,FİİL-VERB
dışa,AD-NOUN
dışarı,AD-NOUN
dışarıda,BELİRTEÇ-ADVERB
dışı,İLGEÇ-PREPOS
dışına,AD-NOUN
dışında,İLGEÇ-PREPOS
dışındadır,AD-NOUN
e-postayı,AD-NOUN
edebileceğin,SIFAT-ADJECTIVE
edecek,FİİL-VERB
edeceği,SIFAT-ADJECTIVE
edeceğini,FİİL-VERB
edemedi,FİİL-VERB
edemedi.,FİİL-VERB
edemedim.,FİİL-VERB
edemem.,FİİL-VERB
edemez,FİİL-VERB
edemez.,FİİL-VERB
edemezsin,FİİL-VERB
edemezsin.,FİİL-VERB
edene,FİİL-VERB
edep,AD-NOUN
eder,FİİL-VERB
eder.,FİİL-VERB
ederdi,FİİL-VERB
ederdi.,FİİL-VERB
ederek,FİİL-VERB
ederse,FİİL-VERB
edici,SIFAT-ADJECTIVE
edildi,FİİL-VERB
edildi.,FİİL-VERB
edildiğini,FİİL-VERB
edilebilir,FİİL-VERB
edilecek,FİİL-VERB
edilemez,FİİL-VERB
edilen,SIFAT-ADJECTIVE
edilmiş,SIFAT-ADJECTIVE
edin,FİİL-VERB
ediyor,FİİL-VERB
ediyor.,FİİL-VERB
ediyordu.,FİİL-VERB
ediyorlar,FİİL-VERB
ediyorlar.,FİİL-VERB
ediyorum,FİİL-VERB
ediyorum.,FİİL-VERB
efsanesi,AD-NOUN
efsanevi,SIFAT-ADJECTIVE
egemenlik,AD-NOUN
egemenliğini,AD-NOUN
egosu,AD-NOUN
ekibi,AD-NOUN
ekledim,FİİL-VERB
ekler,FİİL-VERB
ekler.,FİİL-VERB
ekmeği,AD-NOUN
ekonomi,AD-NOUN
ekranı,AD-NOUN
eksik,SIFAT-ADJECTIVE
eksikleri,AD-NOUN
eksilmedi,FİİL-VERB
eksiğini,AD-NOUN
ekti,FİİL-VERB
ekti.,FİİL-VERB
ekşi,SIFAT-ADJECTIVE
ekşidi,FİİL-VERB
el,AD-NOUN|İSİM-NOUN
elbise,AD-NOUN
elbiselerini,AD-NOUN
elbisesi,AD-NOUN
elbiseyi,AD-NOUN
elde,AD-NOUN
elden,AD-NOUN
eleştirdi,FİİL-VERB
eleştirel,SIFAT-ADJECTIVE
eleştiri,AD-NOUN
eleştirileri,AD-NOUN
eleştiriniz,AD-NOUN
eli,AD-NOUN
eliyle,AD-NOUN|İLGEÇ-PREPOS
elle,AD-NOUN
eller,AD-NOUN
elleri,AD-NOUN
elleriyle,AD-NOUN
elli,SIFAT-ADJECTIVE
elma,AD-NOUN
elmanın,AD-NOUN
elmas,AD-NOUN
elmayı,AD-NOUN
emanetler,AD-NOUN
emekledi,FİİL-VERB
emeklilik,AD-NOUN
emin,SIFAT-ADJECTIVE
emir,AD-NOUN
emrettiği,SIFAT-ADJECTIVE
emri,AD-NOUN
emrine,AD-NOUN
en,BELİRTEÇ-ADVERB
endişeler,AD-NOUN
endişem,AD-NOUN
endişeyle,BELİRTEÇ-ADVERB
enerjik,SIFAT-ADJECTIVE
enerjisi,AD-NOUN
engebeli,SIFAT-ADJECTIVE
engel,AD-NOUN
engeli,AD-NOUN
engeller,AD-NOUN
engelleri,AD-NOUN
engin,SIFAT-ADJECTIVE
epey,BELİRTEÇ-ADVERB
epeyce,BELİRTEÇ-ADVERB
er,BELİRTEÇ-ADVERB
eri,AD-NOUN
eridi,FİİL-VERB
erkek,AD-NOUN
erken,BELİRTEÇ-ADVERB
erki,AD-NOUN
ermiş,FİİL-VERB
erteledi,FİİL-VERB
erteledi.,FİİL-VERB
erteledik,FİİL-VERB
ertelendiğini,FİİL-VERB
esaslara,AD-NOUN
esaslarına,AD-NOUN
esastır,FİİL-VERB
eseceği,FİİL-VERB
eserini,AD-NOUN
eski,SIFAT-ADJECTIVE
eskisi,SIFAT-ADJECTIVE
esnedi,FİİL-VERB
esnek,SIFAT-ADJECTIVE
espri,AD-NOUN
esprisi,AD-NOUN
esrarengiz,SIFAT-ADJECTIVE
esti,FİİL-VERB
et,FİİL-VERB
eteklerindeki,SIFAT-ADJECTIVE
etkiledi.,FİİL-VERB
etkileyici,SIFAT-ADJECTIVE
etkili,SIFAT-ADJECTIVE
etkisiz,SIFAT-ADJECTIVE
etme,AD-NOUN
etmeden,BELİRTEÇ-ADVERB
etmedi,FİİL-VERB
etmedi.,FİİL-VERB
etmedim,FİİL-VERB
etmedim.,FİİL-VERB
etmek,FİİL-VERB
etmeliyim.,FİİL-VERB
etmemeliyiz.,FİİL-VERB
etmeni,FİİL-VERB
etmesin.,FİİL-VERB
etmesini,FİİL-VERB
etmeye,FİİL-VERB
etmeyecek.,FİİL-VERB
etmeyi,FİİL-VERB
etmez,FİİL-VERB
etmiyordu.,FİİL-VERB
etmiştim,FİİL-VERB
etmiştim.,FİİL-VERB
etrafına,AD-NOUN
etrafını,AD-NOUN
etti,FİİL-VERB
etti.,FİİL-VERB
ettik,FİİL-VERB
ettiler,FİİL-VERB
ettiler.,FİİL-VERB
ettim,FİİL-VERB
ettim.,FİİL-VERB
ettin,FİİL-VERB
ettiniz,FİİL-VERB
ettirdi,FİİL-VERB
ettirmeden,FİİL-VERB
ettiği,SIFAT-ADJECTIVE
ettiğim,SIFAT-ADJECTIVE
ev,AD-NOUN
ev.,AD-NOUN
evde,AD-NOUN
evden,AD-NOUN
eve,AD-NOUN
evi,AD-NOUN
evin,AD-NOUN
evine,AD-NOUN
evini,AD-NOUN
evinin,AD-NOUN
evlendi,FİİL-VERB
evlendiğini,FİİL-VERB
evlenmeyi,FİİL-VERB
evliliği,AD-NOUN
evren,AD-NOUN
evrensel,SIFAT-ADJECTIVE
eylem,AD-NOUN
ezberlemek,FİİL-VERB
ezberletti,FİİL-VERB
eziyet,AD-NOUN
eğildi,FİİL-VERB
eğitici,SIFAT-ADJECTIVE
eğitim,AD-NOUN
eğitti,FİİL-VERB
eğitti.,FİİL-VERB
eğlenceli,SIFAT-ADJECTIVE
eğlendi,FİİL-VERB
eğleşti,FİİL-VERB
eğri,BELİRTEÇ-ADVERB
eşi,AD-NOUN
eşim,AD-NOUN
eşit,SIFAT-ADJECTIVE
eşittir,FİİL-VERB
eşittirler,SIFAT-ADJECTIVE
eşiğindeydi.,AD-NOUN
eşsiz,SIFAT-ADJECTIVE
eşyalar,AD-NOUN
eşyalar.,AD-NOUN
eşyası,AD-NOUN
eşyaya,AD-NOUN
fabrika,AD-NOUN
fakat,BAĞLAÇ-CONJ
fakir,SIFAT-ADJECTIVE
fakirlere,AD-NOUN
fal,AD-NOUN
fark,AD-NOUN
farklı,SIFAT-ADJECTIVE
farkında,AD-NOUN
faturasını,AD-NOUN
faturayı,AD-NOUN
faydalı,SIFAT-ADJECTIVE
faydasına,AD-NOUN
fazla,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
fazlasıyla,BELİRTEÇ-ADVERB
feda,AD-NOUN
fedakar,SIFAT-ADJECTIVE
fedakarlığı,AD-NOUN
felsefesini,AD-NOUN
felsefi,SIFAT-ADJECTIVE
felsefî,SIFAT-ADJECTIVE
fener,AD-NOUN
feneri,AD-NOUN
fenerinin,AD-NOUN
ferah,SIFAT-ADJECTIVE
fert,AD-NOUN
festival,AD-NOUN
fethetti,FİİL-VERB
fethetti.,FİİL-VERB
fevkalade,SIFAT-ADJECTIVE
fidanlar,AD-NOUN
fikirde,AD-NOUN
fikirler,AD-NOUN
fikri,AD-NOUN
fikrim,AD-NOUN
fikrini,AD-NOUN
fikriniz,AD-NOUN
fil,AD-NOUN
film,AD-NOUN
filmden,AD-NOUN
filmi,AD-NOUN|İSİM-NOUN
filmin,AD-NOUN
filmlerde,AD-NOUN
final,AD-NOUN
fiyatların,AD-NOUN
form,İSİM-NOUN
formalities,AD-NOUN
fotoğraf,AD-NOUN
fotoğraflar,AD-NOUN
fotoğrafı,AD-NOUN
futbol,AD-NOUN
fırlamış,FİİL-VERB
fırlayıp,FİİL-VERB
fırsatta,AD-NOUN
fırsatı,AD-NOUN
fırtına,AD-NOUN
fırtınanın,AD-NOUN
fırça,AD-NOUN
fırçayla,AD-NOUN
fırından,AD-NOUN
fısıldadı,FİİL-VERB
fısıldadı.,FİİL-VERB
fısıltı,AD-NOUN
galiba,BELİRTEÇ-ADVERB
garip,SIFAT-ADJECTIVE
garip.,SIFAT-ADJECTIVE
gayet,BELİRTEÇ-ADVERB
gayriresmi,SIFAT-ADJECTIVE
gazete,AD-NOUN
gece,AD-NOUN
geceleri,BELİRTEÇ-ADVERB
geceleyin,BELİRTEÇ-ADVERB
geceyi,AD-NOUN
gecikmede,AD-NOUN
geciktiremezler,FİİL-VERB
geldi,FİİL-VERB
geldim,FİİL-VERB
geldim.,FİİL-VERB
geldin?,FİİL-VERB
geldiği,FİİL-VERB|SIFAT-ADJECTIVE
gelecek,SIFAT-ADJECTIVE
gelecek.,FİİL-VERB
geleceğe,AD-NOUN
geleceği,AD-NOUN
geleceğin,AD-NOUN
geleceğini,FİİL-VERB
gelemedi.,FİİL-VERB
gelen,SIFAT-ADJECTIVE
gelene,FİİL-VERB
geleneksel,SIFAT-ADJECTIVE
geleneği,AD-NOUN
gelenleri,AD-NOUN
gelir,FİİL-VERB
gelirle,AD-NOUN
gelişme,AD-NOUN
gelişmeler,AD-NOUN
gelişmesi,FİİL-VERB
gelişmeyi,AD-NOUN
gelişti,FİİL-VERB
gelişti.,FİİL-VERB
geliştirdi,FİİL-VERB
geliştirdi.,FİİL-VERB
geliştirme,AD-NOUN
gelmediğini,FİİL-VERB
gelmemek,FİİL-VERB
gelmeyecek,FİİL-VERB
gelmeyen,AD-NOUN
gelmiş,FİİL-VERB
gelmişti.,FİİL-VERB
gemi,AD-NOUN
geminin,AD-NOUN
gene,BELİRTEÇ-ADVERB
genel,SIFAT-ADJECTIVE
genellikle,BELİRTEÇ-ADVERB
geniş,SIFAT-ADJECTIVE
genişledi,FİİL-VERB
genişletti,FİİL-VERB
genişletti.,FİİL-VERB
genişliği,AD-NOUN
gensoru,AD-NOUN
genç,SIFAT-ADJECTIVE
gençleşti,FİİL-VERB
gençliğim.,AD-NOUN
gerek,AD-NOUN|BAĞLAÇ-CONJ
gereken,SIFAT-ADJECTIVE
gerekirse,BELİRTEÇ-ADVERB|FİİL-VERB
gerekiyor.,AD-NOUN
gerekli,AD-NOUN|SIFAT-ADJECTIVE
gereksiz,SIFAT-ADJECTIVE
gerektirdiği,SIFAT-ADJECTIVE
gerektiğinde,FİİL-VERB
gererdi,FİİL-VERB
gererdi.,FİİL-VERB
gereğince,İLGEÇ-PREPOS
gereğine,AD-NOUN
geri,AD-NOUN|ZARF-ADV
gerilim,AD-NOUN
gerindi,FİİL-VERB
gerçek,SIFAT-ADJECTIVE
gerçeklerin,AD-NOUN
gerçekleşmiş,SIFAT-ADJECTIVE
gerçekleştirme,AD-NOUN
gerçekleştirmeyi,FİİL-VERB
gerçekten,BELİRTEÇ-ADVERB
gerçekçi,SIFAT-ADJECTIVE
gerçeği,AD-NOUN
getirdi,FİİL-VERB
getirdi.,FİİL-VERB
getireceğini,FİİL-VERB
getirilir,FİİL-VERB
getirilmesine,FİİL-VERB
getirir,FİİL-VERB
gevşedi,FİİL-VERB
gezdi,FİİL-VERB
gezdi.,FİİL-VERB
gezecek,FİİL-VERB
gezegenden,AD-NOUN
gezgin,AD-NOUN
gezindi,FİİL-VERB
geç,AD-NOUN|BELİRTEÇ-ADVERB
geçeceğini,FİİL-VERB
geçen,SIFAT-ADJECTIVE
geçene,FİİL-VERB
geçerli,SIFAT-ADJECTIVE
geçici,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
geçindirdi,FİİL-VERB
geçindirdi.,FİİL-VERB
geçip,FİİL-VERB
geçirdi,FİİL-VERB
geçirdi.,FİİL-VERB
geçirdik.,FİİL-VERB
geçirdim,FİİL-VERB
geçirilmek,FİİL-VERB
geçirmedi,FİİL-VERB
geçirmedi.,FİİL-VERB
geçit,AD-NOUN
geçiyordu.,FİİL-VERB
geçmek,FİİL-VERB
geçmiş,FİİL-VERB
geçmişi,AD-NOUN
geçmişini,AD-NOUN
geçti,FİİL-VERB
geçti.,FİİL-VERB
geğirdi,FİİL-VERB
gibi,SIFAT-ADJECTIVE|İLGEÇ-PREPOS
gibi.,İLGEÇ-PREPOS
gibidir,İLGEÇ-PREPOS
gibiydi,FİİL-VERB
gibiydi.,FİİL-VERB|İLGEÇ-PREPOS
gibiydik.,FİİL-VERB
gibiydiler,FİİL-VERB
gibiydiler.,FİİL-VERB
gidecek,FİİL-VERB
gidecekmiş.,FİİL-VERB
gideceğimize,FİİL-VERB
gideceğini,FİİL-VERB
giden,SIFAT-ADJECTIVE
gider,FİİL-VERB
gider.,FİİL-VERB
giderdi,FİİL-VERB
giderdi.,FİİL-VERB
gideriz,FİİL-VERB
giderleri,AD-NOUN
gidileceğini,FİİL-VERB
gidiyor.,FİİL-VERB
gir,FİİL-VERB
girdi,FİİL-VERB
girdi.,FİİL-VERB
girdim,FİİL-VERB
girdin?,FİİL-VERB
girdiğim,FİİL-VERB
girer,FİİL-VERB
girilemez,FİİL-VERB
girişi,İSİM-NOUN
girme,AD-NOUN
girmeyeceğim,FİİL-VERB
girmeyeceğim.,FİİL-VERB
girmezler,FİİL-VERB
gitar,AD-NOUN
gitmek,FİİL-VERB
gitmesini,FİİL-VERB
gitmeye,FİİL-VERB
gitmeyi,FİİL-VERB
gitti,FİİL-VERB
gitti.,FİİL-VERB
gittik.,FİİL-VERB
gittim,FİİL-VERB
gittiğine,FİİL-VERB
gittiğini,FİİL-VERB
giydi,FİİL-VERB
giydi.,FİİL-VERB
giyen,FİİL-VERB
giyindi,FİİL-VERB
gizemli,SIFAT-ADJECTIVE
gizledi,FİİL-VERB
gizledi.,FİİL-VERB
gizli,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
gizlice,BELİRTEÇ-ADVERB
gizliliği,AD-NOUN
gizliliğine,AD-NOUN
gol,AD-NOUN
grubu,AD-NOUN
grup,AD-NOUN
gurur,AD-NOUN
gururla,AD-NOUN|BELİRTEÇ-ADVERB
gururlu,SIFAT-ADJECTIVE
gururluydu.,SIFAT-ADJECTIVE
gök,AD-NOUN
gökkuşağı,AD-NOUN
gökyüzünde.,AD-NOUN
gökyüzündeki,AD-NOUN
göl,AD-NOUN
gölge,AD-NOUN
gönderdi,FİİL-VERB
gönderdi.,FİİL-VERB
gönderdim,FİİL-VERB
gönderişme,AD-NOUN
gönülden,BELİRTEÇ-ADVERB
gönülsüzce,BELİRTEÇ-ADVERB
gördü,FİİL-VERB
gördü.,FİİL-VERB
gördükleri,SIFAT-ADJECTIVE
gördüklerine,FİİL-VERB
gördükçe,FİİL-VERB
gördüm,FİİL-VERB
gördüm.,FİİL-VERB
gördüğü,SIFAT-ADJECTIVE
gördüğüm,FİİL-VERB
gördüğünü,FİİL-VERB
göre,İLGEÇ-PREPOS
göremediler?,FİİL-VERB
görene,FİİL-VERB
görev,AD-NOUN
görevden,AD-NOUN
göreve,AD-NOUN
görevi,AD-NOUN
görevini,AD-NOUN
görevlerde,AD-NOUN
görevleri,AD-NOUN
görevlerinden,AD-NOUN
göreyim,FİİL-VERB
görgüleriyle,AD-NOUN
görkemli,SIFAT-ADJECTIVE
görmedi.,FİİL-VERB
görmedim.,FİİL-VERB
görmediği,SIFAT-ADJECTIVE
görmek,FİİL-VERB
görmemişti.,FİİL-VERB
görmemiştim.,FİİL-VERB
görmüş,FİİL-VERB
görüldüğünde,FİİL-VERB
görülmesinde,FİİL-VERB
görülür,FİİL-VERB|SIFAT-ADJECTIVE
görün,FİİL-VERB
göründü,FİİL-VERB
göründüğünü,FİİL-VERB
görünmez,SIFAT-ADJECTIVE
görünmüyor.,FİİL-VERB
görünüyordu.,FİİL-VERB
görür,FİİL-VERB
görür.,FİİL-VERB
görürse,FİİL-VERB
görüşeceğiz,FİİL-VERB
görüşeceğiz.,FİİL-VERB
görüşmeleri,AD-NOUN
görüşmelerine,AD-NOUN
görüşmelerini,AD-NOUN
görüşmeyi,FİİL-VERB
görüşmüyor,FİİL-VERB
görüştü,FİİL-VERB
görüştük,FİİL-VERB
görüşürüz,FİİL-VERB
görüşürüz.,FİİL-VERB
gösterdi,FİİL-VERB
gösterdi.,FİİL-VERB
gösterdiği,SIFAT-ADJECTIVE
gösteri,AD-NOUN
gösterici,SIFAT-ADJECTIVE
gösterilen,SIFAT-ADJECTIVE
gösterilenlerden,FİİL-VERB
gösterilir,FİİL-VERB
gösterir,SIFAT-ADJECTIVE
gösteriyi,AD-NOUN
gösteriyordu,FİİL-VERB
göstermek,FİİL-VERB
götürdü,FİİL-VERB
götürdü.,FİİL-VERB
götürmeye,FİİL-VERB
göz,AD-NOUN
gözdağı,AD-NOUN
gözden,İSİM-NOUN
göze,AD-NOUN
gözetilmeksizin,BELİRTEÇ-ADVERB
gözetimi,AD-NOUN
gözle,AD-NOUN
gözlem,AD-NOUN
gözlemledi,FİİL-VERB
gözlemledi.,FİİL-VERB
gözler,AD-NOUN
gözleri,AD-NOUN
gözleri.,AD-NOUN
gözlü,SIFAT-ADJECTIVE
gözyaşlarını,AD-NOUN
gözü,AD-NOUN
gözümü,AD-NOUN
gözünde,AD-NOUN
gözünü,AD-NOUN
göç,AD-NOUN
gücüm,AD-NOUN
gücünü,AD-NOUN
güldü,FİİL-VERB
güldük,FİİL-VERB
güldüm,FİİL-VERB
gülen,SIFAT-ADJECTIVE
güler,FİİL-VERB|SIFAT-ADJECTIVE
gülerdik.,FİİL-VERB
gülmedi,FİİL-VERB
gülmedi.,FİİL-VERB
gülü,AD-NOUN
gülümsedi,FİİL-VERB
gülümsemesi,AD-NOUN
gülüşün,AD-NOUN
gülüşüydü.,AD-NOUN
gülüşüyle,AD-NOUN
gümüş,AD-NOUN
gün,AD-NOUN
güncelledi,FİİL-VERB
güncelledi.,FİİL-VERB
günde,AD-NOUN
günden,AD-NOUN
gündüzleri,BELİRTEÇ-ADVERB
güne,AD-NOUN
güneş,AD-NOUN
güneşe,AD-NOUN
günler.,AD-NOUN
günlere,AD-NOUN
günlüğüne,AD-NOUN
günü,AD-NOUN
günübirlik,BELİRTEÇ-ADVERB
günün,AD-NOUN
gününü,AD-NOUN
gürledi,FİİL-VERB
gürültü,AD-NOUN
gürültülü,SIFAT-ADJECTIVE
gürültünün,AD-NOUN
gürültüsü,AD-NOUN
gürültüyle,AD-NOUN
güven,AD-NOUN
güvendi,FİİL-VERB
güvenebilirsin,FİİL-VERB
güvenebilirsin.,FİİL-VERB
güvenemem.,FİİL-VERB
güvenilir,SIFAT-ADJECTIVE
güvenini,AD-NOUN
güvenli,SIFAT-ADJECTIVE
güvenlik,AD-NOUN
güvenliği,AD-NOUN
güvenliğin,AD-NOUN
güzel,SIFAT-ADJECTIVE
güzelce,BELİRTEÇ-ADVERB
güzelleşmişti,FİİL-VERB
güzelleşti,FİİL-VERB
güçleri,AD-NOUN
güçlü,SIFAT-ADJECTIVE
güçlüydü,SIFAT-ADJECTIVE
güçlüydü.,SIFAT-ADJECTIVE
haber,AD-NOUN|İSİM-NOUN
habercisi,AD-NOUN
haberi,AD-NOUN
haberle,AD-NOUN
haberler,AD-NOUN
haberleşme,SIFAT-ADJECTIVE
haberleşmenin,AD-NOUN
hafifledi,FİİL-VERB
hafifletebilir,FİİL-VERB
hafifti,SIFAT-ADJECTIVE
hafta,AD-NOUN
hafızamdan.,AD-NOUN
hafızası,AD-NOUN
hain,SIFAT-ADJECTIVE
haince,SIFAT-ADJECTIVE
hak,AD-NOUN
hakaret,AD-NOUN
hakedişine,AD-NOUN
hakkı,AD-NOUN
hakkıdır,AD-NOUN
hakkında,İLGEÇ-PREPOS
hakkındaki,SIFAT-ADJECTIVE
hakkını,AD-NOUN
haklar,AD-NOUN
haklardan,AD-NOUN
hakları,AD-NOUN
haklarına,AD-NOUN
haklarındandır,AD-NOUN
haklarını,AD-NOUN
haklı,SIFAT-ADJECTIVE
haklının,AD-NOUN
haklıydı,SIFAT-ADJECTIVE
haksız,SIFAT-ADJECTIVE
haksızca,BELİRTEÇ-ADVERB
haksızlığa,AD-NOUN
hal,AD-NOUN
hala,BELİRTEÇ-ADVERB
halde,AD-NOUN
hali,AD-NOUN
hali.,AD-NOUN
halinde,AD-NOUN
halka,AD-NOUN
halkın,AD-NOUN
halledebileceğini,FİİL-VERB
haller,AD-NOUN
hallerde,AD-NOUN
hallerinde,AD-NOUN
hallerinin,AD-NOUN
halletti,FİİL-VERB
halletti.,FİİL-VERB
halı,AD-NOUN
halıyı,AD-NOUN
hamdı,FİİL-VERB
hangi,BELİRLEYİCİ-DET
hapşırdı,FİİL-VERB
harb,AD-NOUN
harcadı,FİİL-VERB
harcadı.,FİİL-VERB
harcanamaz,FİİL-VERB
hareket,AD-NOUN
hareketinden,AD-NOUN
hareketli,SIFAT-ADJECTIVE
harfiyen,BELİRTEÇ-ADVERB
harika,SIFAT-ADJECTIVE
harika.,SIFAT-ADJECTIVE
harikulade,SIFAT-ADJECTIVE
harita,AD-NOUN
haritası,AD-NOUN
harçlıklarını,AD-NOUN
hasretle,BELİRTEÇ-ADVERB
hassas,SIFAT-ADJECTIVE
hassasiyetle,BELİRTEÇ-ADVERB
hasta,SIFAT-ADJECTIVE
hastalık,AD-NOUN
hastalıklardan,AD-NOUN
hastalıkları,AD-NOUN
hastalığı,AD-NOUN
hastasını,AD-NOUN
hastaya,AD-NOUN
hata,AD-NOUN|İSİM-NOUN
hatam,AD-NOUN
hatayı,AD-NOUN|İSİM-NOUN
hatırladı,FİİL-VERB
hatırladı.,FİİL-VERB
hatırlamıyorum.,FİİL-VERB
hatırlarım,FİİL-VERB
hatırlattı,FİİL-VERB
hatırlatın,FİİL-VERB
hatırlatır,FİİL-VERB
hatırlayamadı,FİİL-VERB
hatırlayamadı.,FİİL-VERB
hava,AD-NOUN
havada,AD-NOUN
havalara,AD-NOUN
havası,AD-NOUN
havladı,FİİL-VERB
hayal,AD-NOUN
hayalet,AD-NOUN
hayali,AD-NOUN
hayalim,AD-NOUN
hayalleri,AD-NOUN
hayalleri.,AD-NOUN
hayallerim,AD-NOUN
hayallerini,AD-NOUN
hayalperest,SIFAT-ADJECTIVE
hayat,AD-NOUN
hayat.,AD-NOUN
hayati,SIFAT-ADJECTIVE
hayatta,AD-NOUN
hayattan,AD-NOUN
hayatı,AD-NOUN
hayatım,AD-NOUN
hayatıma,AD-NOUN
hayatımı.,AD-NOUN
hayatımın,AD-NOUN
hayatın,AD-NOUN
hayatını,AD-NOUN
hayatının,AD-NOUN
hayranlık,BELİRTEÇ-ADVERB
hayranlıkla,BELİRTEÇ-ADVERB
hayranım,FİİL-VERB
hayranım.,FİİL-VERB
hayrete,AD-NOUN
haysiyetiyle,AD-NOUN
hayınlığı,AD-NOUN
hayır,AD-NOUN
hazine,AD-NOUN
hazinem,AD-NOUN
hazırladı,FİİL-VERB
hazırladı.,FİİL-VERB
hazırladım.,FİİL-VERB
hazırladığı,SIFAT-ADJECTIVE
hazırlamış,FİİL-VERB
hazırlandı,FİİL-VERB
hazırlanmaları,FİİL-VERB
hazırlanman,FİİL-VERB
hazırlar,FİİL-VERB
hazırlık,AD-NOUN
hazırlıklar,AD-NOUN
hedefi,AD-NOUN
hedefler,FİİL-VERB
hedefler.,FİİL-VERB
